method,pair,src_label,src_text,nbr_label,nbr_text,similarity
sbert,PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi there,PartnershipPatient → salutation,Hi,0.7954
sbert,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,Thank you,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,Thank you,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,thank you,1.0
sbert,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,Thank you,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
sbert,InfoGive → Drugs || InfoSeek → Drugs,InfoGive → Drugs,I sent the new Rx,InfoSeek → Drugs,I would like to add one more Rx request,0.6136
sbert,InfoGive → Generalinformation || InfoGive → SchedulingAppt,InfoGive → Generalinformation,I hope he signs it MM/DD/YYYY but it may not be  until MM/DD/YYYY,InfoGive → SchedulingAppt,I see an appointment for the MM/DD/YYYY,0.614
sbert,InfoGive → Generalinformation || InfoGive → SchedulingAppt,InfoGive → Generalinformation,rec'd a notice MM/DD/YYYY,InfoGive → SchedulingAppt,I see an appointment for the MM/DD/YYYY,0.6452
sbert,InfoGive → Generalinformation || SharedDecisionProvider → Approval/Reinforcement,InfoGive → Generalinformation,rec'd a notice MM/DD/YYYY,SharedDecisionProvider → Approval/Reinforcement,MM/DD/YYYY is good!,0.6128
sbert,InfoGive → Generalinformation || PartnershipPatient → connection,InfoGive → Generalinformation,rec'd a notice MM/DD/YYYY,PartnershipPatient → connection,See you MM/DD/YYYY,0.6099
sbert,InfoGive → Generalinformation || PartnershipPatient → connection,InfoGive → Generalinformation,rec'd a notice MM/DD/YYYY,PartnershipPatient → connection,See you MM/DD/YYYY,0.6099
sbert,InfoGive → Generalinformation || PartnershipPatient → Alignment,InfoGive → Generalinformation,rec'd a notice MM/DD/YYYY,PartnershipPatient → Alignment,MM/DD/YYYY is good,0.6013
sbert,InfoGive → Drugs || InfoSeek → Drugs,InfoGive → Drugs,That is MM/DD/YYYY I'm supposed to start my next round of Ibrance??,InfoSeek → Drugs,When do I begin Ibrance again?,0.6989
sbert,InfoGive → Drugs || SharedDecisionProvider → Approval/Reinforcement,InfoGive → Drugs,That is MM/DD/YYYY I'm supposed to start my next round of Ibrance??,SharedDecisionProvider → Approval/Reinforcement,"Per Person1, as long as you are feeling ok you can go ahead and start Ibrance today!",0.6485
sbert,InfoGive → Drugs || SharedDecisionPatient → SeekingApproval,InfoGive → Drugs,That is MM/DD/YYYY I'm supposed to start my next round of Ibrance??,SharedDecisionPatient → SeekingApproval,Should I start Ibrance tonight?,0.6436
sbert,InfoGive → Drugs || SharedDecisionPatient → SeekingApproval,InfoGive → Drugs,That is MM/DD/YYYY I'm supposed to start my next round of Ibrance??,SharedDecisionPatient → SeekingApproval,Should I start my Ibrance today?,0.6373
sbert,InfoGive → Drugs || SharedDecisionProvider → ShareOptions,InfoGive → Drugs,That is MM/DD/YYYY I'm supposed to start my next round of Ibrance??,SharedDecisionProvider → ShareOptions,"Person1 If you are feeling much better, we could restart Ibrance on MM/DD/YYYY?",0.6273
sbert,InfoGive → Drugs || InfoGive → SchedulingAppt,InfoGive → Drugs,That is MM/DD/YYYY I'm supposed to start my next round of Ibrance??,InfoGive → SchedulingAppt,I see an appointment for the MM/DD/YYYY,0.6272
sbert,InfoGive → Drugs || InfoGive → SchedulingAppt,InfoGive → Drugs,That is MM/DD/YYYY I'm supposed to start my next round of Ibrance??,InfoGive → SchedulingAppt,"I coming in on MM/DD/YYYY, but just in case I forget to ask",0.6136
sbert,InfoGive → Diagnostics || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,I will be finishing my week off on MM/DD/YYYY ( MM/DD/YYYY my labs are scheduled,InfoGive → Diagnostics,I gets labs done early tomorrow,0.6348
sbert,InfoGive → Drugs || PartnershipPatient → activeParticipation/involvement,InfoGive → Drugs,The pharmacy won't have time to get my meds delivered to me if we keep this schedule,PartnershipPatient → activeParticipation/involvement,I setup for them to ship the medication to me,0.7032
sbert,InfoGive → Drugs || PartnershipProvider → maintainCommunication,InfoGive → Drugs,The pharmacy won't have time to get my meds delivered to me if we keep this schedule,PartnershipProvider → maintainCommunication,The pharmacy will contact you when  its ready to pick up,0.6438
sbert,InfoGive → Drugs || InfoGive → Instruction,InfoGive → Drugs,The pharmacy won't have time to get my meds delivered to me if we keep this schedule,InfoGive → Instruction,"you can call them to arrange this, the pharmacy # is  XXX-XXX-XXXX",0.6316
sbert,InfoGive → Drugs || PartnershipProvider → maintainCommunication,InfoGive → Drugs,The pharmacy won't have time to get my meds delivered to me if we keep this schedule,PartnershipProvider → maintainCommunication,Prescription has been sent in,0.6309
sbert,InfoGive → Drugs || InfoGive → SchedulingAppt,InfoGive → Drugs,The pharmacy won't have time to get my meds delivered to me if we keep this schedule,InfoGive → SchedulingAppt,I will ask our Clinical Secretary to schedule this,0.6267
sbert,InfoSeek → Generalinformation || PartnershipPatient → activeParticipation/involvement,InfoSeek → Generalinformation,Please advise,PartnershipPatient → activeParticipation/involvement,Your advice please,0.7185
sbert,InfoSeek → Generalinformation || PartnershipPatient → build trust,InfoSeek → Generalinformation,Please advise,PartnershipPatient → build trust,Appreciate your advice,0.6423
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,Thank you very much,PartnershipPatient → Appreciation/Gratitude,Thank you so much,0.8213
sbert,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,Thank you very much,PartnershipPatient → Appreciation/Gratitude,Thanks so much,0.744
sbert,InfoGive → Diagnostics || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,You can have this drawn at any any of the L&M draw stations MM/DD/YYYY before your visit with Dr Person1,InfoGive → Diagnostics,you have can labs drawn before seeing,0.625
sbert,InfoGive → Generalinformation || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → Generalinformation,can do same day delivery if needed,InfoGiveSDOH → HealthCareAccessAndQuality,"They can set up delivery to you, it  would need to be a few days in advance",0.6715
sbert,InfoGive → Diagnostics || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,Currently my lab work is scheduled to be done,InfoGive → Diagnostics,I gets labs done early tomorrow,0.698
sbert,InfoGive → Instruction || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,Currently my lab work is scheduled to be done,InfoGive → Instruction,"Yes, you can get your labs done",0.6385
sbert,InfoGive → Diagnostics || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,Currently my lab work is scheduled to be done,InfoGive → Diagnostics,I will get labs first am,0.6106
sbert,InfoGive → Generalinformation || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,I see Dr  Person1 on,InfoGive → Generalinformation,I see Dr. Person2 in another month,0.7562
sbert,InfoGive → Generalinformation || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,I see Dr  Person1 on,InfoGive → Generalinformation,I be in touch with Dr. Person1 this coming week.,0.752
sbert,InfoGive → SchedulingAppt || InfoGive → carecoordination,InfoGive → SchedulingAppt,I see Dr  Person1 on,InfoGive → carecoordination,I will go over this with Dr  Person1 today,0.7504
sbert,InfoGive → SchedulingAppt || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → SchedulingAppt,I see Dr  Person1 on,InfoGiveSDOH → HealthCareAccessAndQuality,I seeing Dr Person1 at 1pm at Org3 on MM/DD/YYYY,0.7361
sbert,InfoGive → SchedulingAppt || SharedDecisionProvider → Approval/Reinforcement,InfoGive → SchedulingAppt,I see Dr  Person1 on,SharedDecisionProvider → Approval/Reinforcement,If Dr. Person1 then certainly ok.,0.7271
sbert,InfoGive → SchedulingAppt || InfoGive → carecoordination,InfoGive → SchedulingAppt,I see Dr  Person1 on,InfoGive → carecoordination,I was in contact with Dr  Person1,0.7259
sbert,InfoGive → SchedulingAppt || InfoSeek → Drugs,InfoGive → SchedulingAppt,I see Dr  Person1 on,InfoSeek → Drugs,Does Dr. Person3 want Person1 to continue on,0.7247
sbert,InfoGive → SchedulingAppt || InfoGive → carecoordination,InfoGive → SchedulingAppt,I see Dr  Person1 on,InfoGive → carecoordination,let me reach out to Dr  Person1,0.7219
sbert,InfoGive → SchedulingAppt || PartnershipPatient → activeParticipation/involvement,InfoGive → SchedulingAppt,I see Dr  Person1 on,PartnershipPatient → activeParticipation/involvement,I wanted to reach out to Dr. Person1,0.7113
sbert,InfoGive → SchedulingAppt || InfoGive → carecoordination,InfoGive → SchedulingAppt,I see Dr  Person1 on,InfoGive → carecoordination,re rash    I saw dr  Person1 on video chat in MM/DD/YYYY,0.7029
sbert,InfoGive → Drugs || PartnershipPatient → activeParticipation/involvement,InfoGive → Drugs,Usually it takes the pharmacy MM/DD/YYYY to call me regarding delivery of my meds,PartnershipPatient → activeParticipation/involvement,I setup for them to ship the medication to me,0.7304
sbert,InfoGive → Drugs || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → Drugs,Usually it takes the pharmacy MM/DD/YYYY to call me regarding delivery of my meds,InfoGiveSDOH → HealthCareAccessAndQuality,so you should just be able to call the pharmacy or request via phone,0.7124
sbert,InfoGive → Drugs || PartnershipProvider → maintainCommunication,InfoGive → Drugs,Usually it takes the pharmacy MM/DD/YYYY to call me regarding delivery of my meds,PartnershipProvider → maintainCommunication,The pharmacy will contact you when  its ready to pick up,0.7092
sbert,InfoGive → Drugs || InfoGive → Instruction,InfoGive → Drugs,Usually it takes the pharmacy MM/DD/YYYY to call me regarding delivery of my meds,InfoGive → Instruction,"you can call them to arrange this, the pharmacy # is  XXX-XXX-XXXX",0.7038
sbert,InfoGive → Drugs || PartnershipProvider → maintainCommunication,InfoGive → Drugs,Usually it takes the pharmacy MM/DD/YYYY to call me regarding delivery of my meds,PartnershipProvider → maintainCommunication,Prescription has been sent in,0.6853
sbert,InfoGive → Drugs || InfoGive → Generalinformation,InfoGive → Drugs,Usually it takes the pharmacy MM/DD/YYYY to call me regarding delivery of my meds,InfoGive → Generalinformation,Calling pharmacy today,0.6461
sbert,InfoGive → Drugs || InfoGive → carecoordination,InfoGive → Drugs,Usually it takes the pharmacy MM/DD/YYYY to call me regarding delivery of my meds,InfoGive → carecoordination,I have asked our pharmacy to expedite delivery to you so you can start the 75 mg dose,0.631
sbert,InfoGive → Drugs || InfoGive → carecoordination,InfoGive → Drugs,Usually it takes the pharmacy MM/DD/YYYY to call me regarding delivery of my meds,InfoGive → carecoordination,The  pharmacy called me to tell me they do not have a consent from Dr. Person1 for the Person2,0.6147
sbert,PartnershipPatient → connection || Socioemotional/Empathy → Reassurance,PartnershipPatient → connection,Sorry to bother,Socioemotional/Empathy → Reassurance,no worries,0.6352
sbert,PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,Sorry to bother,PartnershipProvider → connection,Sorry,0.6198
sbert,InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoSeek → Diagnostics,but I am still not understanding the timing of my blood work,PartnershipPatient → activeParticipation/involvement,Please let me know when I should start my blood work,0.6564
sbert,InfoSeek → Diagnostics || PartnershipPatient → expressOpinions,InfoSeek → Diagnostics,but I am still not understanding the timing of my blood work,PartnershipPatient → expressOpinions,I assuming since I didn get a phone call my bloodwork didn come back as desired,0.6377
sbert,InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoSeek → Diagnostics,but I am still not understanding the timing of my blood work,InfoGive → Diagnostics,I recently had a bunch of blood work entered,0.635
sbert,InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoSeek → Diagnostics,but I am still not understanding the timing of my blood work,InfoGive → Diagnostics,i went to do blood work this am,0.6245
sbert,InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoSeek → Diagnostics,but I am still not understanding the timing of my blood work,InfoGive → Diagnostics,when I went to get blood work,0.6176
sbert,InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoSeek → Diagnostics,but I am still not understanding the timing of my blood work,InfoGive → Diagnostics,I get blood work on,0.6157
sbert,InfoGive → Diagnostics || InfoGive → Instruction,InfoGive → Instruction,"Yes, you can get your labs done",InfoGive → Diagnostics,I gets labs done early tomorrow,0.7113
