phrase_text,phrase_type,occurrences,doc_freq,avg_len_char,avg_len_tokens,top_label_by_PMI,top_label_PMI,label_purity,label_entropy,label_Care_Coordination_docfreq,label_Diagnostics_docfreq,label_Drugs_docfreq,label_General_information_docfreq,label_Scheduling_appt_docfreq,label_Symptoms_docfreq,label_Care_Coordination_PMI,label_Diagnostics_PMI,label_Drugs_PMI,label_General_information_PMI,label_Scheduling_appt_PMI,label_Symptoms_PMI
to assess,VP,1,1,9,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
'll pass,VP,2,1,8,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
to the surgery team,PP,2,1,19,4,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
the surgery team,NP,2,1,16,3,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
current Rx,NP,4,2,10,2,Drugs,2.585,1.0,0.0,0,0,2,0,0,0,,,2.585,,,
will run out,VP,4,2,12,3,Drugs,2.585,1.0,0.0,0,0,2,0,0,0,,,2.585,,,
by tmrrw,PP,2,1,8,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
tmrrw,NP,2,1,5,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
on my daily regimen,PP,2,1,19,4,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
my daily regimen,NP,2,1,16,3,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
of abiraterone,PP,2,1,14,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
abiraterone,NP,2,1,11,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
acetate,NP,2,1,7,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
prednisone,NP,2,1,10,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
in touch,PP,2,1,8,2,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
touch,NP,2,1,5,1,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
with Dr. Person1,PP,4,2,16,3,Care_Coordination,1.585,0.5,1.0,1,0,0,1,0,0,1.585,,,1.585,,
finished,VP,1,1,8,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
chemo,NP,1,1,5,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
happen,VP,1,1,6,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
finished chemo,VP,1,1,14,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
to begin,VP,2,1,8,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
radiation therapy,NP,4,2,17,2,Drugs,1.585,0.5,1.0,0,0,1,0,1,0,,,1.585,,1.585,
for five sessions,PP,2,1,17,3,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
five sessions,NP,2,1,13,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
a CT scan IV Contrast,NP,2,1,21,5,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
for First week,PP,2,1,14,3,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
First week,NP,2,1,10,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
appointment,NP,2,1,11,1,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
will reschedule,VP,3,2,15,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,2,0,,,,,2.585,
probably,ADVP,2,1,8,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
20+ hematoma,NP,2,1,12,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
under the skin,PP,2,1,14,3,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
the skin,NP,2,1,8,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
In addition,PP,1,1,11,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
addition,NP,1,1,8,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
to the bruising,PP,1,1,15,3,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
the bruising,NP,1,1,12,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
Sun,NP,1,1,3,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
mg,NP,1,1,2,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
to know,VP,2,1,7,2,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
fill,VP,1,1,4,1,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
the phisiical form,NP,1,1,18,3,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
drop,VP,1,1,4,1,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
Unfortunately,ADVP,2,1,13,1,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
took a nasty slip down,VP,1,1,22,5,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
a nasty slip,NP,2,1,12,3,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
five steps MM/DD/YYYY,NP,1,1,21,3,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
took,VP,1,1,4,1,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
five steps,NP,1,1,10,2,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
in contact,PP,2,1,10,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
contact,NP,2,1,7,1,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
at work,PP,2,1,7,2,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
daily,ADVP,2,1,5,1,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
checked,VP,2,2,7,1,Care_Coordination,1.585,0.5,1.0,1,0,0,1,0,0,1.585,,,1.585,,
a good indicator,NP,2,1,16,3,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
in the past,PP,2,1,11,3,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
the past,NP,2,1,8,2,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
The swelling,NP,2,1,12,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
in both lower legs/ankles,PP,2,1,25,4,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
both lower legs/ankles,NP,2,1,22,3,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
think,VP,1,1,5,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
am consulting,VP,2,1,13,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
her thoughts,NP,1,1,12,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
have just received,VP,2,1,18,3,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
a new medication,NP,2,1,16,3,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
appear,VP,2,1,6,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
to have prescribed,VP,1,1,18,3,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
haven seen,VP,2,1,10,2,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
Trying,VP,2,2,6,1,Drugs,2.585,1.0,0.0,0,0,2,0,0,0,,,2.585,,,
to keep,VP,3,2,7,2,Drugs,2.585,1.0,0.0,0,0,2,0,0,0,,,2.585,,,
Oxy,NP,3,2,3,1,Drugs,2.585,1.0,0.0,0,0,2,0,0,0,,,2.585,,,
after a couple,PP,2,1,14,3,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
a couple,NP,2,1,8,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
of hours,PP,2,1,8,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
hours,NP,2,1,5,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
do make,VP,1,1,7,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
did not realize,VP,2,1,15,3,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
a promotion,NP,1,1,11,2,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
can help,VP,2,1,8,2,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
with the nail discomfort,PP,2,1,24,4,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
the nail discomfort,NP,2,1,19,3,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
helping keep,VP,2,1,12,2,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
to Dr  Person2,PP,2,1,14,3,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
according,VP,2,1,9,1,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
to my primary,PP,2,1,13,3,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
my primary,NP,2,1,10,2,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
The white count,NP,2,1,15,3,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
the platelets,NP,2,1,13,2,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
with the date,PP,2,1,13,3,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
the date,NP,2,1,8,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
an come,NP,2,1,7,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
at 10:00am,PP,2,1,10,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
10:00am,NP,2,1,7,1,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
c,VP,1,1,1,1,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
your injection,NP,1,1,14,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
of info,PP,1,1,7,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
info,NP,1,1,4,1,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
for Dr. Person3,PP,1,1,15,3,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
Dr. Person4,NP,2,1,11,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
was speaking,VP,2,1,12,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
with Dr. Person5,PP,2,1,16,3,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
Dr. Person5,NP,2,1,11,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
MSKCC,NP,1,1,5,1,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
is interfering,VP,2,1,14,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
with my daily activities,PP,2,1,24,4,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
my daily activities,NP,2,1,19,3,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
with Dr.Person1,PP,2,1,15,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
Dr.Person1,NP,2,1,10,1,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
can show,VP,2,1,8,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
at that time,PP,1,1,12,3,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
that time,NP,1,1,9,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
a time frame,NP,2,1,12,3,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
Let,VP,1,1,3,1,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
will just repeat,VP,2,1,16,3,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
scans,NP,1,1,5,1,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
The CBC,NP,2,1,7,2,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
with a manual diff,PP,2,1,18,4,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
a manual diff,NP,2,1,13,3,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
a meeting,NP,2,1,9,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
with my pulmonologist,PP,2,1,21,3,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
my pulmonologist,NP,2,1,16,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
in about five minutes,PP,2,1,21,4,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
about five minutes,NP,2,1,18,3,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
have had,VP,2,1,8,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
on the left side,PP,2,1,16,4,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
the left side,NP,2,1,13,3,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
of my breast,PP,2,1,12,3,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
my breast,NP,2,1,9,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
above,ADVP,1,1,5,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
in the chest area,PP,2,1,17,4,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
the chest area,NP,2,1,14,3,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
whatever,NP,1,1,8,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
the correct wording,NP,2,1,19,3,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
the 10 day quarantine,NP,1,1,21,4,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
of symptom,PP,1,1,10,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
symptom,NP,1,1,7,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
on set,PP,1,1,6,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
set,NP,1,1,3,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
has passed,VP,1,1,10,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
about the renal,PP,2,1,15,3,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
the renal,NP,2,1,9,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
cysts,VP,2,1,5,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
possibly,ADVP,1,1,8,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
Org1 orthopedics,NP,2,1,16,2,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
in Location,PP,2,1,11,2,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
Location,NP,2,1,8,1,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
the physical therapist,NP,2,1,22,3,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
would take over,VP,2,2,15,3,Drugs,2.585,1.0,0.0,0,0,2,0,0,0,,,2.585,,,
my other meds,NP,2,1,13,3,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
on I,PP,1,1,4,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
a reason,NP,1,1,8,2,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
am doing,VP,2,1,8,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
Person2 messages,NP,2,1,16,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
through Person2 messages,PP,1,1,24,3,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
result,VP,2,1,6,1,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
recently,ADVP,2,1,8,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
interrupted,VP,2,1,11,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
anxiety attacks,NP,2,1,15,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
Other symptoms,NP,1,1,14,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
quite,ADVP,1,1,5,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
napping,VP,1,1,7,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
affects,VP,3,2,7,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,2,,,,,,2.585
both my reading,NP,3,2,15,3,Symptoms,2.585,1.0,0.0,0,0,0,0,0,2,,,,,,2.585
have tried,VP,2,1,10,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
ibuprofen,NP,2,1,9,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
tried,VP,2,1,5,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
Gabapentin,NP,1,1,10,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
Could you please make,VP,2,1,21,4,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
coming in,VP,2,1,9,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
in case,PP,1,1,7,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
case,NP,1,1,4,1,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
forget,VP,1,1,6,1,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
another name,NP,2,1,12,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
for that,PP,2,1,8,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
the office,NP,2,1,10,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
can call,VP,1,1,8,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
can have,VP,2,1,8,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
toast,NP,2,1,5,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
will bother,VP,2,1,11,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
heard,VP,2,1,5,1,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
on the news,PP,2,1,11,3,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
the news,NP,2,1,8,2,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
about the spike,PP,2,1,15,3,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
the spike,NP,2,1,9,2,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
in COVID cases,PP,2,1,14,3,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
COVID cases,NP,2,1,11,2,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
as part,PP,2,1,7,2,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
part,NP,2,1,4,1,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
of my visit,PP,2,1,11,3,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
my visit,NP,2,1,8,2,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
would take,VP,1,1,10,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
our schedulers,NP,2,1,14,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
to  change,VP,2,1,10,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
will be finishing my week off,VP,2,1,29,6,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
on MM/DD/YYYY ( MM/DD/YYYY,PP,2,1,26,4,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
MM/DD/YYYY ( MM/DD/YYYY,NP,2,1,23,3,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
my labs,NP,2,1,7,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
have sent,VP,2,1,9,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
a message,NP,2,1,9,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
us,NP,1,1,2,1,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
it MM/DD/YYYY,NP,1,1,13,2,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
may not be,VP,2,1,10,3,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
hope,VP,1,1,4,1,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
signs,VP,1,1,5,1,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
until MM/DD/YYYY,PP,1,1,16,2,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
My nails,NP,2,1,8,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
The CT chest,NP,2,1,12,3,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
has been resulted,VP,2,1,17,3,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
should see,VP,2,1,10,2,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
on My Chart,PP,1,1,11,3,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
the physician,NP,1,1,13,2,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
has released,VP,1,1,12,2,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
ou,NP,1,1,2,1,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
to view,VP,1,1,7,2,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
Were,VP,2,1,4,1,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
any other labs,NP,2,1,14,3,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
are you referring,VP,1,1,17,3,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
to a Bone Density Test,PP,1,1,22,5,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
a Bone Density Test,NP,1,1,19,4,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
the ok,NP,2,1,6,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
to remove,VP,2,1,9,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
only one page,NP,2,1,13,3,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
The consensus,NP,2,1,13,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
asthma attacks,NP,1,1,14,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
for my Oxycodone,PP,1,1,16,3,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
my Oxycodone,NP,2,1,12,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
to Org2,VP,2,1,7,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
could send,VP,1,1,10,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
in Org2,PP,1,1,7,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
my vital,NP,2,1,8,2,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
on the last blood,PP,2,1,17,4,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
the last blood,NP,2,1,14,3,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
definitely,ADVP,2,1,10,1,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
30 tablets,NP,1,1,10,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
how many a day,NP,1,1,14,4,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
muscle pain,NP,2,1,11,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
in my shoulder blade area,PP,2,1,25,5,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
my shoulder blade area,NP,2,1,22,4,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
like muscle pain,PP,1,1,16,3,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
to the MM/DD/YYYY,PP,2,1,17,3,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
the MM/DD/YYYY,NP,3,1,14,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
away,ADVP,1,1,4,1,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
on the MM/DD/YYYY,PP,1,1,17,3,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
Can i change,VP,1,1,12,3,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
my MM/DD/YYYY appointment,NP,1,1,25,3,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
